-1 1:0.834618 2:0.882066 3:0.389589 4:0.383862 5:0.623834 6:0.283122 7:0.337685 8:0.66263
-1 1:0.804564 2:0.211919 3:0.415706 4:0.490206 5:0.489065 6:0.0647407 7:0.206979 8:0.841536
-1 1:0.654608 2:0.0663361 3:0.828438 4:0.845688 5:0.100142 6:0.0647407 7:0.206979 8:0.841536
-1 1:0.838468 2:0.211919 3:0.38088 4:0.365291 5:0.536355 6:0.357191 7:0.339176 8:0.55649
1 1:0.901398 2:0.882066 3:0.400952 4:0.41828 5:0.549174 6:0.259316 7:0.251447 8:0.786548
-1 1:0.785504 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.159685 7:0.388361 8:0.691458
-1 1:0.750833 2:0.231755 3:0.337986 4:0.273707 5:0.711909 6:0.225958 7:0.188817 8:0.863246
1 1:0.842214 2:0.191855 3:0.318962 4:0.543208 5:0.547551 6:0.255556 7:0.438158 8:0.71241
1 1:0.92426 2:0.868454 3:0.223137 4:0.149577 5:0.835958 6:0.342944 7:0.296974 8:0.616054
1 1:0.915129 2:0.882066 3:0.290571 4:0.102652 5:0.759216 6:0.283122 7:0.251447 8:0.755608
1 1:0.905935 2:0.908975 3:0.361874 4:0.346323 5:0.617965 6:0.366283 7:0.353483 8:0.677109
-1 1:0.830322 2:0.908975 3:0.389589 4:0.352079 5:0.625728 6:0.342944 7:0.325236 8:0.616054
1 1:0.843745 2:0.211919 3:0.206411 4:0.57322 5:0.583614 6:0.307194 7:0.325914 8:0.582912
1 1:0.928772 2:0.895573 3:0.259839 4:0.276828 5:0.786208 6:0.174759 7:0.347179 8:0.699283
-1 1:0.851156 2:0.908975 3:0.344869 4:0.43232 5:0.595425 6:0.221307 7:0.291136 8:0.729505
1 1:0.776384 2:0.0878964 3:0.206411 4:0.365291 5:0.72521 6:0.689765 7:0.782932 8:0.317965
1 1:0.835591 2:0.191855 3:0.415706 4:0.490206 5:0.489065 6:0.218552 7:0.349023 8:0.616054
-1 1:0.839414 2:0.868454 3:0.337986 4:0.452177 5:0.494321 6:0.235494 7:0.30895 8:0.693646
1 1:0.880898 2:0.171555 3:0.219459 4:0.341364 5:0.704461 6:0.107255 7:0.349023 8:0.760495
-1 1:0.777865 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.138133 7:0.339176 8:0.699283
-1 1:0.732326 2:0.191855 3:0.248242 4:0.332339 5:0.738861 6:0.329422 7:0.349023 8:0.567783
-1 1:0.803345 2:0.171555 3:0.326972 4:0.512366 5:0.559044 6:0.174759 7:0.0745267 8:0.983252
-1 1:0.790969 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.247871 7:0.339176 8:0.604148
1 1:0.829986 2:0.191855 3:0.261721 4:0.420868 5:0.595425 6:0.255556 7:0.393605 8:0.567783
1 1:0.892922 2:0.895573 3:0.40621 4:0.372874 5:0.557839 6:0.254314 7:0.302913 8:0.716048
-1 1:0.829986 2:0.826964 3:0.471872 4:0.444971 5:0.547551 6:0.211648 7:0.251447 8:0.786548
-1 1:0.860636 2:0.882066 3:0.332737 4:0.363878 5:0.641647 6:0.225958 7:0.296974 8:0.738061
-1 1:0.876885 2:0.908975 3:0.23291 4:0.325287 5:0.746821 6:0.225958 7:0.296974 8:0.738061
-1 1:0.826579 2:0.191855 3:0.177434 4:0.247614 5:0.834326 6:0.12649 7:0.388361 8:0.648391
-1 1:0.849706 2:0.908975 3:0.322496 4:0.378847 5:0.686299 6:0.225958 7:0.353483 8:0.677109
-1 1:0.860366 2:0.895573 3:0.305003 4:0.195527 5:0.755717 6:0.221307 7:0.515043 8:0.517451
-1 1:0.833639 2:0.895573 3:0.350132 4:0.303886 5:0.694694 6:0.389603 7:0.240422 8:0.677109
-1 1:0.835267 2:0.364596 3:0.223678 4:0.411884 5:0.627513 6:0.192839 7:0.388361 8:0.648391
-1 1:0.850578 2:0.868454 3:0.383857 4:0.424783 5:0.432035 6:0.348631 7:0.359892 8:0.623756
1 1:0.757251 2:0.171555 3:0.57701 4:0.724869 5:0.316041 6:0.561593 7:0.719653 8:0.333922
1 1:0.925275 2:0.882066 3:0.344869 4:0.352079 5:0.595425 6:0.235494 7:0.30895 8:0.693646
1 1:0.949498 2:0.922274 3:0.317501 4:0.0796113 5:0.768067 6:0.0615576 7:0.0706983 8:0.939421
-1 1:0.82761 2:0.191855 3:0.177434 4:0.205168 5:0.69108 6:0.277652 7:0.135966 8:0.836642
-1 1:0.774887 2:0.191855 3:0.206411 4:0.323547 5:0.678042 6:0.255556 7:0.349023 8:0.71241
-1 1:0.779815 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.174759 7:0.118706 8:0.888834
-1 1:0.847055 2:0.882066 3:0.378224 4:0.309385 5:0.610834 6:0.296206 7:0.325236 8:0.707597
-1 1:0.76447 2:0.171555 3:0.212851 4:0.459023 5:0.595425 6:0.375613 7:0.0874905 8:0.774586
1 1:0.848828 2:0.171555 3:0.25532 4:0.298475 5:0.704461 6:0.284358 7:0.339176 8:0.699283
-1 1:0.866698 2:0.895573 3:0.259839 4:0.303886 5:0.72521 6:0.225958 7:0.296974 8:0.738061
1 1:0.826234 2:0.13023 3:0.196356 4:0.44805 5:0.682569 6:0.366283 7:0.180126 8:0.655884
1 1:0.86171 2:0.868454 3:0.42969 4:0.397366 5:0.525445 6:0.314176 7:0.375187 8:0.608479
-1 1:0.867982 2:0.895573 3:0.327574 4:0.222652 5:0.755717 6:0.216731 7:0.118345 8:0.930271
-1 1:0.79493 2:0.895573 3:0.395224 4:0.438827 5:0.572496 6:0.225958 7:0.353483 8:0.677109
1 1:0.908435 2:0.882066 3:0.305003 4:0.357928 5:0.664166 6:0.425535 7:0.280206 8:0.693646
-1 1:0.768206 2:0.191855 3:0.389589 4:0.332339 5:0.547551 6:0.218552 7:0.393605 8:0.664263
-1 1:0.788264 2:0.191855 3:0.276266 4:0.365291 5:0.583614 6:0.255556 7:0.393605 8:0.567783
1 1:0.909573 2:0.882066 3:0.309978 4:0.282103 5:0.764761 6:0.225958 7:0.268704 8:0.768503
-1 1:0.756106 2:0.191855 3:0.177434 4:0.332339 5:0.738861 6:0.192839 7:0.46802 8:0.518881
1 1:0.910327 2:0.908975 3:0.411934 4:0.378847 5:0.595425 6:0.314176 7:0.375187 8:0.608479
-1 1:0.832982 2:0.854733 3:0.273861 4:0.209561 5:0.783317 6:0.306908 7:0.280206 8:0.693646
-1 1:0.834943 2:0.868454 3:0.200138 4:0.397366 5:0.742941 6:0.330672 7:0.366408 8:0.631584
-1 1:0.754371 2:0.191855 3:0.354287 4:0.543208 5:0.451709 6:0.305357 7:0.217049 8:0.735415
-1 1:0.712531 2:0.191855 3:0.346031 4:0.323547 5:0.678042 6:0.329422 7:0.438158 8:0.567783
-1 1:0.864095 2:0.908975 3:0.411934 4:0.271642 5:0.656022 6:0.239791 7:0.28539 8:0.84076
1 1:0.920121 2:0.908975 3:0.300114 4:0.110173 5:0.777062 6:0.27281 7:0.353483 8:0.646592
-1 1:0.771844 2:0.151015 3:0.177434 4:0.459023 5:0.738861 6:0.233561 7:0.323707 8:0.789055
-1 1:0.847055 2:0.895573 3:0.367235 4:0.378847 5:0.686299 6:0.277922 7:0.188817 8:0.838752
1 1:0.81841 2:0.191855 3:0.318962 4:0.247614 5:0.643268 6:0.174759 7:0.55894 8:0.604148
-1 1:0.783634 2:0.211919 3:0.206411 4:0.156037 5:0.866535 6:0.284358 7:0.515043 8:0.460992
-1 1:0.766084 2:0.191855 3:0.318962 4:0.543208 5:0.547551 6:0.218552 7:0.393605 8:0.616054
-1 1:0.707718 2:0.171555 3:0.469992 4:0.724869 5:0.316041 6:0.403097 7:0.393605 8:0.51945
1 1:0.914401 2:0.868454 3:0.360926 4:0.342463 5:0.494321 6:0.27281 7:0.0704771 8:0.798918
1 1:0.884571 2:0.895573 3:0.485292 4:0.438827 5:0.419468 6:0.27281 7:0.381718 8:0.707597
1 1:0.877364 2:0.895573 3:0.4566 4:0.43232 5:0.595425 6:0.230687 7:0.188817 8:0.808114
-1 1:0.88389 2:0.895573 3:0.305003 4:0.222652 5:0.755717 6:0.30362 7:0.0863814 8:0.801884
-1 1:0.860096 2:0.868454 3:0.383857 4:0.424783 5:0.432035 6:0.277922 7:0.16026 8:0.777452
-1 1:0.84824 2:0.895573 3:0.305003 4:0.303886 5:0.694694 6:0.342944 7:0.296974 8:0.616054
-1 1:0.871762 2:0.882066 3:0.378224 4:0.309385 5:0.610834 6:0.225958 7:0.353483 8:0.677109
-1 1:0.851445 2:0.882066 3:0.287209 4:0.309385 5:0.734004 6:0.27281 7:0.353483 8:0.646592
-1 1:0.612906 2:0.0663361 3:0.298902 4:0.437372 5:0.718203 6:0.822581 7:0.847955 8:0.115177
-1 1:0.86251 2:0.922274 3:0.273094 4:0.133127 5:0.768067 6:0.314176 7:0.375187 8:0.608479
-1 1:0.781259 2:0.211919 3:0.206411 4:0.323547 5:0.772349 6:0.299546 7:0.397849 8:0.616054
-1 1:0.72746 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.247871 7:0.339176 8:0.699283
-1 1:0.791859 2:0.171555 3:0.25532 4:0.411884 5:0.627513 6:0.263444 7:0.0421098 8:0.871815
1 1:0.91977 2:0.882066 3:0.287209 4:0.282103 5:0.764761 6:0.207037 7:0.16026 8:0.838752
-1 1:0.863305 2:0.908975 3:0.295302 4:0.133127 5:0.678042 6:0.296206 7:0.466358 8:0.5549
1 1:0.910515 2:0.908975 3:0.322496 4:0.352079 5:0.656022 6:0.436189 7:0.409946 8:0.524287
1 1:0.95409 2:0.922274 3:0.273094 4:0.133127 5:0.768067 6:0.244554 7:0.0946111 8:0.789872
-1 1:0.845861 2:0.882066 3:0.378224 4:0.0905035 5:0.88767 6:0.27281 7:0.325236 8:0.677109
-1 1:0.845561 2:0.882066 3:0.110854 4:0.724869 5:0.454829 6:0.354419 7:0.280206 8:0.631584
1 1:0.88389 2:0.895573 3:0.434273 4:0.325287 5:0.534779 6:0.254314 7:0.302913 8:0.716048
1 1:0.867982 2:0.171555 3:0.177434 4:0.247614 5:0.834326 6:0.375613 7:0.0874905 8:0.774586
-1 1:0.876885 2:0.854733 3:0.273861 4:0.292925 5:0.689431 6:0.202504 7:0.268704 8:0.768503
1 1:0.747814 3:0.599345 4:0.803812 5:0.337108 6:0.181503 7:0.438158 8:0.616054
-1 1:0.846758 2:0.882066 3:0.344869 4:0.405593 5:0.56511 6:0.259316 7:0.337685 8:0.693646
-1 1:0.864358 2:0.908975 3:0.389589 4:0.405593 5:0.595425 6:0.296206 7:0.353483 8:0.707597
-1 1:0.799621 2:0.882066 3:0.469084 4:0.769717 5:0.240093 6:0.319583 7:0.381718 8:0.677109
1 1:0.870764 2:0.171555 3:0.0965237 4:0.232381 5:0.944331 6:0.225958 7:0.223446 8:0.774586
-1 1:0.81914 2:0.882066 3:0.332737 4:0.336641 5:0.672443 6:0.225958 7:0.296974 8:0.768503
-1 1:0.725321 2:0.171555 3:0.318962 4:0.247614 5:0.643268 6:0.263444 7:0.449439 8:0.628271
1 1:0.913302 2:0.882066 3:0.300114 4:0.352079 5:0.686299 6:0.283122 7:0.366408 8:0.66263
1 1:0.870262 2:0.191855 3:0.175824 4:0.166532 5:0.966478 6:0.144403 7:0.12568 8:0.90438
-1 1:0.782689 2:0.191855 3:0.141993 4:0.290002 5:0.786611 6:0.225958 7:0.308614 8:0.691458
1 1:0.792302 2:0.68103 3:0.646871 4:0.304664 5:0.560445 6:0.372165 7:0.41682 8:0.592939
1 1:0.975591 2:0.908975 3:0.25532 4:0.298475 5:0.716565 6:0.221493 7:0.155502 8:0.862565
-1 1:0.849414 2:0.895573 3:0.389589 4:0.352079 5:0.625728 6:0.325082 7:0.274407 8:0.716048
-1 1:0.794059 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.329422 7:0.349023 8:0.567783
-1 1:0.806572 2:0.211919 3:0.0664322 4:0.281749 5:0.819457 6:0.192839 7:0.46802 8:0.518881
-1 1:0.854858 2:0.882066 3:0.312589 4:0.155694 5:0.610329 6:0.283122 7:0.251447 8:0.755608
-1 1:0.859554 2:0.908975 3:0.322496 4:0.0291398 5:0.777062 6:0.337345 7:0.40318 8:0.608479
-1 1:0.783634 2:0.191855 3:0.17145 4:0.365291 5:0.72521 6:0.292513 7:0.304412 8:0.71241
-1 1:0.77933 2:0.191855 3:0.248242 4:0.290002 5:0.69108 6:0.255556 7:0.438158 8:0.71241
-1 1:0.831658 2:0.868454 3:0.337986 4:0.452177 5:0.494321 6:0.296206 7:0.325236 8:0.707597
-1 1:0.769777 2:0.109192 3:0.426828 4:0.636495 5:0.291699 6:0.144403 7:0.12568 8:0.90438
-1 1:0.701028 2:0.191855 3:0.389589 4:0.501142 5:0.499646 6:0.292513 7:0.304412 8:0.616054
1 1:0.922722 2:0.895573 3:0.339693 4:0.106382 5:0.768067 6:0.207037 7:0.188817 8:0.808114
-1 1:0.811275 2:0.191855 3:0.389589 4:0.374621 5:0.595425 6:0.168189 7:0.329582 8:0.780204
-1 1:0.760072 2:0.191855 3:0.212851 4:0.290002 5:0.786611 6:0.49326 7:0.399681 8:0.574368
1 1:0.923749 2:0.895573 3:0.327574 4:0.357928 5:0.603067 6:0.360498 7:0.347179 8:0.578159
-1 1:0.753788 2:0.882066 3:0.469084 4:0.769717 5:0.240093 6:0.360498 7:0.347179 8:0.578159
-1 1:0.768206 2:0.171555 3:0.0397957 4:0.554976 5:0.656022 6:0.225958 7:0.4043 8:0.579374
1 1:0.88881 2:0.211919 3:0.206411 4:0.114025 5:0.960601 6:0.174759 7:0.0745267 8:0.983252
-1 1:0.737684 2:0.191855 3:0.283614 4:0.374621 5:0.738861 6:0.180649 7:0.40897 8:0.626589
1 1:0.832982 2:0.151015 3:0.0806358 4:0.263658 5:0.865263 6:0.33445 7:0.78347 8:0.365251
-1 1:0.829986 2:0.38277 3:0.311565 4:0.440395 5:0.531957 6:0.284781 7:0.418475 8:0.552054
-1 1:0.800874 2:0.882066 3:0.309978 4:0.391091 5:0.641647 6:0.436189 7:0.325236 8:0.585491
-1 1:0.790969 2:0.231755 3:0.165623 4:0.273707 5:0.851451 6:0.225958 7:0.58733 8:0.475615
-1 1:0.873491 2:0.908975 3:0.339693 4:0.425915 5:0.58791 6:0.296206 7:0.381718 8:0.616054
1 1:0.835267 2:0.171555 3:0.111733 4:0.554976 5:0.559044 6:0.218552 7:0.259772 8:0.856478
-1 1:0.824844 2:0.882066 3:0.264434 4:0.254802 5:0.795509 6:0.389603 7:0.325236 8:0.585491
1 1:0.903389 2:0.895573 3:0.417754 4:0.465752 5:0.450099 6:0.319583 7:0.325236 8:0.616054
-1 1:0.789623 2:0.327668 3:0.333011 4:0.313983 5:0.562552 6:0.284781 7:0.418475 8:0.552054
-1 1:0.808551 2:0.191855 3:0.177434 4:0.459023 5:0.738861 6:0.0700592 7:0.259772 8:0.856478
-1 1:0.86251 2:0.895573 3:0.23724 4:0.303886 5:0.755717 6:0.27281 7:0.353483 8:0.616054
1 1:0.918536 2:0.882066 3:0.264434 4:0.282103 5:0.764761 6:0.319583 7:0.296974 8:0.707597
-1 1:0.653404 2:0.171555 3:0.200138 4:0.356199 5:0.804965 6:0.263444 7:0.629702 8:0.530413
