1 1:0.804158 2:0.191855 3:0.283614 4:0.374621 5:0.69108 6:0.33445 7:0.78347 8:0.365251
-1 1:0.82761 2:0.882066 3:0.327574 4:0.384919 5:0.633621 6:0.378143 7:0.395115 8:0.56942
-1 1:0.844656 2:0.882066 3:0.287209 4:0.282103 5:0.764761 6:0.277922 7:0.274407 8:0.716048
-1 1:0.84526 2:0.895573 3:0.259839 4:0.222652 5:0.786208 6:0.296206 7:0.268704 8:0.738061
1 1:0.87784 2:0.868454 3:0.42969 4:0.424783 5:0.494321 6:0.296206 7:0.325236 8:0.707597
-1 1:0.697557 2:0.191855 3:0.507788 4:0.524902 5:0.370429 6:0.292513 7:0.393605 8:0.760495
-1 1:0.807763 2:0.191855 3:0.283614 4:0.290002 5:0.595425 6:0.174759 7:0.129747 8:0.865194
1 1:0.885249 2:0.882066 3:0.478917 4:0.405593 5:0.625728 6:0.235494 7:0.30895 8:0.693646
-1 1:0.868746 2:0.908975 3:0.295302 4:0.133127 5:0.678042 6:0.319583 7:0.296974 8:0.707597
-1 1:0.829311 2:0.908975 3:0.25532 4:0.325287 5:0.656022 6:0.337345 7:0.40318 8:0.578159
-1 1:0.841597 2:0.882066 3:0.309978 4:0.282103 5:0.764761 6:0.296206 7:0.353483 8:0.646592
-1 1:0.850288 2:0.922274 3:0.273094 4:0.133127 5:0.768067 6:0.337345 7:0.40318 8:0.608479
-1 1:0.783162 2:0.191855 3:0.10653 4:0.205168 5:0.882014 6:0.292513 7:0.215106 8:0.664263
1 1:0.900392 2:0.882066 3:0.423673 4:0.0905035 5:0.856964 6:0.425535 7:0.280206 8:0.693646
1 1:0.847649 2:0.191855 3:0.283614 4:0.459023 5:0.69108 6:0.255556 7:0.438158 8:0.71241
-1 1:0.76501 2:0.171555 3:0.147665 4:0.341364 5:0.752868 6:0.284358 7:0.339176 8:0.746761
1 1:0.849706 2:0.151015 3:0.298902 4:0.35063 5:0.718203 6:0.218552 7:0.259772 8:0.71241
-1 1:0.784572 2:0.191855 3:0.206411 4:0.281749 5:0.772349 6:0.292513 7:0.393605 8:0.664263
1 1:0.865663 2:0.151015 3:0.0806358 4:0.263658 5:0.865263 6:0.255556 7:0.304412 8:0.760495
-1 1:0.820227 2:0.191855 3:0.248242 4:0.416849 5:0.643268 6:0.0595599 7:0.242597 8:0.920333
1 1:0.800457 2:0.151015 3:0.480125 4:0.653232 5:0.423194 6:0.255556 7:0.393605 8:0.567783
-1 1:0.856256 2:0.908975 3:0.110854 4:0.724869 5:0.454829 6:0.319583 7:0.268704 8:0.677109
-1 1:0.820588 2:0.34623 3:0.325691 4:0.420868 5:0.595425 6:0.159685 7:0.507811 8:0.60527
1 1:0.882517 2:0.854733 3:0.366462 4:0.431397 5:0.532689 6:0.283122 7:0.251447 8:0.786548
-1 1:0.863305 2:0.868454 3:0.292075 4:0.177201 5:0.77396 6:0.225958 7:0.268704 8:0.768503
1 1:0.856811 2:0.171555 3:0.25532 4:0.298475 5:0.656022 6:0.0932565 7:0.308614 8:0.691458
-1 1:0.855419 2:0.854733 3:0.273861 4:0.320668 5:0.658108 6:0.296206 7:0.240422 8:0.768503
-1 1:0.862775 2:0.882066 3:0.309978 4:0.282103 5:0.70323 6:0.296206 7:0.466358 8:0.5549
-1 1:0.832982 2:0.895573 3:0.367235 4:0.405593 5:0.686299 6:0.348631 7:0.359892 8:0.623756
-1 1:0.869759 2:0.908975 3:0.290571 4:0.102652 5:0.759216 6:0.436189 7:0.325236 8:0.585491
-1 1:0.860096 2:0.882066 3:0.339693 4:0.106382 5:0.768067 6:0.211648 7:0.222679 8:0.817465
1 1:0.898562 2:0.854733 3:0.273861 4:0.292925 5:0.689431 6:0.348631 7:0.359892 8:0.623756
1 1:0.915673 2:0.854733 3:0.40621 4:0.372874 5:0.557839 6:0.245355 7:0.262853 8:0.71075
1 1:0.868237 2:0.191855 3:0.318962 4:0.332339 5:0.69108 6:0.144403 7:0.0809238 8:0.95222
-1 1:0.787808 2:0.868454 3:0.42969 4:0.424783 5:0.494321 6:0.489533 7:0.388361 8:0.500343
1 1:0.87973 2:0.211919 3:0.136467 4:0.323547 5:0.772349 6:0.174759 7:0.118706 8:0.888834
1 1:0.844656 2:0.151015 3:0.262587 4:0.35063 5:0.767254 6:0.12649 7:0.388361 8:0.648391
-1 1:0.761185 2:0.191855 3:0.177434 4:0.290002 5:0.786611 6:0.292513 7:0.215106 8:0.664263
-1 1:0.771844 2:0.191855 3:0.283614 4:0.374621 5:0.69108 6:0.319583 7:0.757098 8:0.391339
-1 1:0.804968 2:0.922274 3:0.373231 4:0.569514 5:0.514059 6:0.314176 7:0.40318 8:0.608479
-1 1:0.836236 2:0.908975 3:0.344869 4:0.405593 5:0.656022 6:0.319583 7:0.325236 8:0.616054
-1 1:0.822377 2:0.868454 3:0.42969 4:0.424783 5:0.494321 6:0.283122 7:0.251447 8:0.755608
-1 1:0.829986 2:0.882066 3:0.46279 4:0.411884 5:0.511325 6:0.259316 7:0.337685 8:0.693646
-1 1:0.834618 2:0.895573 3:0.305003 4:0.303886 5:0.694694 6:0.325082 7:0.274407 8:0.716048
1 1:0.91089 2:0.895573 3:0.327574 4:0.303886 5:0.694694 6:0.225958 7:0.353483 8:0.677109
-1 1:0.831325 2:0.191855 3:0.248242 4:0.416849 5:0.643268 6:0.174759 7:0.129747 8:0.865194
-1 1:0.833639 2:0.882066 3:0.332737 4:0.309385 5:0.672443 6:0.296206 7:0.325236 8:0.707597
-1 1:0.861977 2:0.784457 3:0.298902 4:0.37957 5:0.636372 6:0.225958 7:0.268704 8:0.768503
1 1:0.845561 2:0.151015 3:0.262587 4:0.394031 5:0.767254 6:0.284781 7:0.418475 8:0.552054
1 1:0.943275 2:0.895573 3:0.237969 4:0.199686 5:0.829711 6:0.348631 7:0.388361 8:0.592939
-1 1:0.823792 2:0.908975 3:0.4566 4:0.405593 5:0.534779 6:0.239791 7:0.28539 8:0.84076
-1 1:0.746588 2:0.191855 3:0.177434 4:0.459023 5:0.738861 6:0.403097 7:0.482682 8:0.51945
1 1:0.758951 3:0.718843 4:0.470972 5:0.445984 6:0.12649 7:0.308614 8:0.734479
1 1:0.938761 2:0.908975 3:0.264063 4:0.177877 5:0.780012 6:0.296206 7:0.325236 8:0.677109
1 1:0.83199 2:0.191855 3:0.354287 4:0.374621 5:0.547551 6:0.403097 7:0.438158 8:0.567783
-1 1:0.809335 2:0.171555 3:0.206411 4:0.323547 5:0.772349 6:0.300884 7:0.494551 8:0.628271
1 1:0.903587 2:0.882066 3:0.40621 4:0.372874 5:0.557839 6:0.283122 7:0.251447 8:0.755608
-1 1:0.547739 2:0.0878964 3:0.326972 4:0.512366 5:0.607547 6:0.689765 7:0.782932 8:0.317965
-1 1:0.771844 2:0.171555 3:0.283614 4:0.459023 5:0.69108 6:0.300884 7:0.494551 8:0.579374
-1 1:0.775887 2:0.191855 3:0.354287 4:0.290002 5:0.595425 6:0.329422 7:0.438158 8:0.616054
-1 1:0.798357 2:0.211919 3:0.242956 4:0.394529 5:0.564062 6:0.320797 7:0.427166 8:0.651746
-1 1:0.851445 2:0.882066 3:0.289181 4:0.414854 5:0.717044 6:0.330672 7:0.366408 8:0.631584
-1 1:0.80697 2:0.231755 3:0.133551 4:0.382668 5:0.768422 6:0.312392 7:0.199062 8:0.780204
1 1:0.944747 2:0.895573 3:0.440278 4:0.411884 5:0.511325 6:0.0615576 7:0.0706983 8:0.939421
-1 1:0.756106 2:0.171555 3:0.326972 4:0.298475 5:0.801248 6:0.319583 7:0.757098 8:0.391339
-1 1:0.373601 2:0.0445045 3:0.959925 4:1 6:0.752514 7:1
-1 1:0.72746 2:0.0663361 3:0.177434 4:0.162666 5:0.738861 6:0.743742 7:0.55894 8:0.484891
1 1:0.847055 2:0.191855 3:0.276266 4:0.406982 5:0.678042 6:0.218552 7:0.259772 8:0.760495
1 1:0.907478 2:0.908975 3:0.361874 4:0.293154 5:0.73807 6:0.202504 7:0.268704 8:0.768503
-1 1:0.829311 2:0.868454 3:0.383857 4:0.397366 5:0.432035 6:0.319583 7:0.325236 8:0.616054
-1 1:0.850288 2:0.191855 3:0.141993 4:0.290002 5:0.786611 6:0.144403 7:0.12568 8:0.90438
-1 1:0.792302 2:0.826964 3:0.471872 4:0.444971 5:0.547551 6:0.301513 7:0.274407 8:0.716048
-1 1:0.762837 2:0.171555 3:0.147665 4:0.469697 5:0.607547 6:0.225958 7:0.188817 8:0.863246
-1 1:0.717182 2:0.171555 3:0.206411 4:0.57322 5:0.583614 6:0.225958 7:0.313931 8:0.823234
1 1:0.79493 2:0.211919 3:0.19202 4:0.449601 5:0.627513 6:0.357191 7:0.383185 8:0.699283
-1 1:0.749634 2:0.191855 3:0.248242 4:0.543208 5:0.547551 6:0.144403 7:0.12568 8:0.90438
-1 1:0.858464 2:0.908975 3:0.0954423 4:0.633729 5:0.538572 6:0.27281 7:0.240422 8:0.616054
-1 1:0.708532 2:0.151015 3:0.371463 4:0.739179 5:0.521662 6:0.218552 7:0.393605 8:0.664263
-1 1:0.847352 2:0.908975 3:0.300114 4:0.110173 5:0.777062 6:0.366283 7:0.353483 8:0.677109
-1 1:0.766617 2:0.191855 3:0.160341 4:0.374124 5:0.67027 6:0.255556 7:0.482682 8:0.51945
-1 1:0.797508 2:0.908975 3:0.339693 4:0.346323 5:0.708064 6:0.436189 7:0.381718 8:0.5549
-1 1:0.827268 2:0.171555 3:0.206411 4:0.156037 5:0.913583 6:0.375613 7:0.0874905 8:0.774586
-1 1:0.823792 2:0.191855 3:0.10653 4:0.205168 5:0.882014 6:0.144403 7:0.170408 8:1
-1 1:0.696676 2:0.171555 3:0.790417 4:0.426976 5:0.364708 6:0.225958 7:0.494551 8:0.628271
1 1:0.906902 2:0.882066 3:0.287209 4:0.282103 5:0.764761 6:0.319583 7:0.381718 8:0.677109
-1 1:0.835267 2:0.895573 3:0.259839 4:0.303886 5:0.755717 6:0.296206 7:0.325236 8:0.677109
-1 1:0.787808 2:0.151015 3:0.262587 4:0.35063 5:0.767254 6:0.192839 7:0.46802 8:0.518881
-1 1:0.820588 2:0.191855 3:0.217791 4:0.178487 5:0.82767 6:0.107255 7:0.259772 8:0.760495
-1 1:0.823792 2:0.882066 3:0.25532 4:0.325287 5:0.746821 6:0.235494 7:0.30895 8:0.693646
1 1:0.90019 2:0.882066 3:0.289181 4:0.414854 5:0.717044 6:0.235494 7:0.30895 8:0.693646
-1 1:0.690342 2:0.191855 3:0.38088 4:0.448621 5:0.630843 6:0.255556 7:0.349023 8:0.71241
-1 1:0.801702 2:0.191855 3:0.415706 4:0.490206 5:0.489065 6:0.144403 7:0.0809238 8:0.95222
1 1:0.828293 2:0.191855 3:0.177434 4:0.332339 5:0.738861 6:0.292513 7:0.393605 8:0.760495
-1 1:0.771844 2:0.151015 3:0.262587 4:0.35063 5:0.767254 6:0.320797 7:0.427166 8:0.651746
-1 1:0.733007 2:0.171555 3:0.326972 4:0.512366 5:0.607547 6:0.255556 7:0.215106 8:0.760495
-1 1:0.868237 2:0.895573 3:0.259839 4:0.222652 5:0.786208 6:0.348631 7:0.388361 8:0.592939
1 1:0.843135 2:0.171555 3:0.318962 4:0.416849 5:0.547551 6:0.487345 7:0.268704 8:0.579374
-1 1:0.820227 2:0.882066 3:0.469084 4:0.769717 5:0.240093 6:0.319583 7:0.325236 8:0.677109
1 1:0.825888 2:0.171555 3:0.291156 4:0.384199 5:0.607547 6:0.188422 7:0.4043 8:0.628271
1 1:0.884345 2:0.908975 3:0.45051 4:0.399407 5:0.557839 6:0.296206 7:0.240422 8:0.768503
-1 1:0.750235 2:0.171555 3:0.326972 4:0.554976 5:0.607547 6:0.300884 7:0.53963 8:0.628271
-1 1:0.863569 2:0.895573 3:0.300114 4:0.459023 5:0.56511 6:0.207037 7:0.16026 8:0.838752
1 1:0.85764 2:0.191855 3:0.248242 4:0.332339 5:0.738861 6:0.255556 7:0.304412 8:0.71241
-1 1:0.843135 2:0.868454 3:0.356603 4:0.0495271 5:0.759216 6:0.408127 7:0.401984 8:0.514076
-1 1:0.819866 2:0.908975 3:0.131083 4:0.911717 5:0.357221 6:0.389603 7:0.353483 8:0.5549
-1 1:0.881131 2:0.364596 3:0.286943 4:0.449601 5:0.541917 6:0.259038 7:0.428202 8:0.5621
-1 1:0.771844 2:0.191855 3:0.354287 4:0.459023 5:0.595425 6:0.225958 7:0.188817 8:0.863246
1 1:0.886372 2:0.868454 3:0.315035 4:0.369926 5:0.494321 6:0.221307 7:0.515043 8:0.517451
-1 1:0.870011 2:0.882066 3:0.350132 4:0.384919 5:0.603067 6:0.187786 7:0.193895 8:0.848354
1 1:0.836236 2:0.171555 3:0.25532 4:0.384199 5:0.752868 6:0.284781 7:0.418475 8:0.552054
1 1:0.907862 2:0.908975 3:0.361874 4:0.425915 5:0.557839 6:0.342944 7:0.296974 8:0.616054
1 1:0.92409 2:0.895573 3:0.259839 4:0.303886 5:0.72521 6:0.319583 7:0.381718 8:0.616054
1 1:0.917112 2:0.882066 3:0.300114 4:0.217906 5:0.716565 6:0.306908 7:0.280206 8:0.693646
1 1:0.889904 2:0.882066 3:0.332737 4:0.363878 5:0.641647 6:0.436189 7:0.381718 8:0.5549
1 1:0.920121 2:0.908975 3:0.322496 4:0.352079 5:0.656022 6:0.314176 7:0.375187 8:0.608479
-1 1:0.869 2:0.895573 3:0.367235 4:0.352079 5:0.56511 6:0.301513 7:0.331406 8:0.623756
-1 1:0.827952 2:0.895573 3:0.110854 4:0.724869 5:0.454829 6:0.277922 7:0.188817 8:0.838752
-1 1:0.58612 2:0.109192 3:0.219459 4:0.212527 5:0.946188 6:0.790853 7:0.85997 8:0.154963
1 1:0.896084 2:0.895573 3:0.327574 4:0.303886 5:0.72521 6:0.27281 7:0.381718 8:0.707597
1 1:0.899378 2:0.854733 3:0.110854 4:0.724869 5:0.454829 6:0.245355 7:0.262853 8:0.71075
-1 1:0.858737 2:0.854733 3:0.273861 4:0.292925 5:0.689431 6:0.296206 7:0.466358 8:0.5549
-1 1:0.794495 2:0.191855 3:0.318962 4:0.332339 5:0.595425 6:0.320797 7:0.427166 8:0.651746
-1 1:0.821306 2:0.882066 3:0.0661651 4:0.708696 5:0.519033 6:0.259316 7:0.337685 8:0.693646
-1 1:0.807367 2:0.895573 3:0.395224 4:0.438827 5:0.572496 6:0.27281 7:0.353483 8:0.646592
-1 1:0.80537 2:0.171555 3:0.291156 4:0.255531 5:0.752868 6:0.0647407 7:0.339176 8:0.746761
-1 1:0.898562 2:0.895573 3:0.242203 4:0.151601 5:0.780012 6:0.277922 7:0.188817 8:0.838752
-1 1:0.795363 2:0.191855 3:0.318962 4:0.247614 5:0.643268 6:0.225958 7:0.388361 8:0.648391
-1 1:0.795795 2:0.171555 3:0.267538 4:0.239898 5:0.678042 6:0.375613 7:0.0874905 8:0.774586
-1 1:0.854858 2:0.908975 3:0.411934 4:0.378847 5:0.595425 6:0.225958 7:0.296974 8:0.677109
-1 1:0.785968 2:0.171555 3:0.10653 4:0.374621 5:0.738861 6:0.263444 7:0.494551 8:0.628271
1 1:0.827952 2:0.151015 3:0.298902 4:0.35063 5:0.718203 6:0.329422 7:0.349023 8:0.567783
1 1:0.941187 2:0.922274 3:0.40621 4:0.372874 5:0.557839 6:0.38363 7:0.347179 8:0.578159
1 1:0.899582 2:0.854733 3:0.373231 4:0.569514 5:0.514059 6:0.245355 7:0.262853 8:0.71075
1 1:0.837834 2:0.882066 3:0.53713 4:0.742816 5:0.240093 6:0.325082 7:0.445269 8:0.592939
1 1:0.900392 2:0.895573 3:0.327574 4:0.384919 5:0.633621 6:0.389603 7:0.240422 8:0.677109
-1 1:0.722417 2:0.0223949 3:0.547131 4:0.600035 5:0.434783 6:0.174759 7:0.118706 8:0.888834
-1 1:0.73436 2:0.171555 3:0.326972 4:0.341364 5:0.752868 6:0.366283 7:0.349023 8:0.616054
-1 1:0.832652 2:0.895573 3:0.373231 4:0.569514 5:0.514059 6:0.230687 7:0.245887 8:0.808114
1 1:0.92047 2:0.908975 3:0.339693 4:0.106382 5:0.768067 6:0.225958 7:0.353483 8:0.677109
-1 1:0.799201 2:0.191855 3:0.318962 4:0.290002 5:0.738861 6:0.307194 7:0.325914 8:0.582912
1 1:0.917291 2:0.895573 3:0.305003 4:0.357928 5:0.664166 6:0.319583 7:0.296974 8:0.707597
1 1:0.842829 2:0.151015 3:0.153489 4:0.35063 5:0.767254 6:0.218552 7:0.438158 8:0.567783
1 1:0.900594 2:0.895573 3:0.350132 4:0.303886 5:0.694694 6:0.239791 7:0.28539 8:0.84076
-1 1:0.76501 2:0.211919 3:0.223678 4:0.449601 5:0.541917 6:0.357191 7:0.383185 8:0.651746
-1 1:0.840042 2:0.908975 3:0.40621 4:0.372874 5:0.58791 6:0.225958 7:0.353483 8:0.677109
1 1:0.857915 2:0.882066 3:0.469084 4:0.769717 5:0.240093 6:0.225958 7:0.296974 8:0.677109
